Customer,ST,GENDER,Customer Lifetime Value,Income,Monthly Premium Auto,Policy Type,Vehicle Class,Total Claim Amount
OJ33945,Oregon,F,8692636800.0,97768.0,72.0,Personal Auto,Two-Door Car,151.843731
LO84523,Oregon,M,6503143900.0,0.0,187.0,Personal Auto,Luxury Car,1588.682955
HZ25580,Washington,F,2396192400.0,39062.0,61.0,Corporate Auto,Two-Door Car,346.991025
AR96516,Oregon,F,5914951800.000001,50217.0,74.0,Personal Auto,Two-Door Car,355.2
JP69864,Washington,F,2248449600.0,24910.0,63.0,Personal Auto,Four-Door Car,347.857619
DL26809,Nevada,M,6826797700.0,0.0,68.0,Personal Auto,Two-Door Car,489.6
MV69686,Oregon,F,3982180700.0,38500.0,99.0,Corporate Auto,Four-Door Car,423.286512
SC95565,Nevada,F,2887779699.9999995,62018.0,71.0,Personal Auto,Two-Door Car,293.865315
RL31641,Oregon,F,2252416800.0,0.0,65.0,Personal Auto,Two-Door Car,468.0
OH83248,California,M,8458531300.0,57394.0,106.0,Personal Auto,Four-Door Car,316.492058
DB28979,California,M,7478313700.0,23530.0,65.0,Corporate Auto,Two-Door Car,312.0
ZS32263,California,F,3788649800.0,48887.0,95.0,Personal Auto,Four-Door Car,456.0
IY59173,Oregon,F,5220685300.0,68867.0,129.0,Personal Auto,SUV,619.2
KL17620,California,F,7130294800.0,12062.0,63.0,Corporate Auto,Four-Door Car,302.4
CP28581,AZ,M,8513592700.0,59230.0,107.0,Personal Auto,SUV,245.076091
QR15592,AZ,F,5660133800.0,59586.0,72.0,Personal Auto,Four-Door Car,91.198362
RI85578,Washington,F,2638140100.0,79699.0,65.0,Personal Auto,Two-Door Car,348.82656
TG68823,AZ,F,5318896600.0,25134.0,67.0,Personal Auto,Four-Door Car,321.6
WO78310,Oregon,F,4160162600.0,0.0,61.0,Personal Auto,Four-Door Car,292.8
SC78905,Oregon,F,2237347800.0,0.0,61.0,Personal Auto,Four-Door Car,292.8
EL88957,California,M,3460123000.0,0.0,100.0,Personal Auto,SUV,720.0
SS54050,California,M,16005505100.0,44901.0,70.0,Personal Auto,Four-Door Car,460.806124
ZV99487,AZ,F,6986603700.0,0.0,93.0,Personal Auto,Four-Door Car,149.269407
XI51746,Oregon,F,8826961500.0,28463.0,113.0,Personal Auto,SUV,324.317667
KG85675,Nevada,F,4726869300.0,13037.0,124.0,Personal Auto,SUV,839.348464
KK64803,California,M,27443474800.0,82320.0,99.0,Personal Auto,Four-Door Car,475.2
OM80593,California,F,7247313500.0,0.0,104.0,Personal Auto,SUV,499.2
RL59810,Oregon,F,5137852100.0,78460.0,64.0,Personal Auto,Four-Door Car,203.568733
QQ53360,Nevada,M,2739057199.9999995,0.0,92.0,Personal Auto,Two-Door Car,657.290491
WR76339,California,M,5092793900.0,46922.0,64.0,Corporate Auto,Two-Door Car,403.385123
BA40043,California,M,5799826800.000001,60689.0,74.0,Corporate Auto,Four-Door Car,5.746657
MK52197,Nevada,F,5507063199.999999,0.0,71.0,Personal Auto,Four-Door Car,340.8
SV48204,Oregon,F,10484915400.0,61108.0,89.0,Personal Auto,Four-Door Car,49.451117
RJ79502,AZ,M,8501280000.0,98003.0,107.0,Personal Auto,SUV,449.408637
LY14355,Washington,F,2935988300.0,73847.0,73.0,Personal Auto,Two-Door Car,350.4
NL32558,AZ,F,6503396999.999999,22081.0,84.0,Personal Auto,Two-Door Car,451.670309
CP92616,Nevada,M,46805223099.99999,83006.0,235.0,Personal Auto,Luxury SUV,1065.049894
BP28492,AZ,F,4834710500.0,38713.0,66.0,Corporate Auto,Four-Door Car,316.8
MX28412,Oregon,F,2575323700.0,28700.0,68.0,Personal Auto,Four-Door Car,326.4
DT99586,California,F,37111659500.0,61552.0,115.0,Personal Auto,SUV,12.252847
IC41932,Nevada,M,4371190400.0,56718.0,113.0,Personal Auto,SUV,542.4
DA35744,Oregon,M,16796336000.0,66776.0,71.0,Corporate Auto,Four-Door Car,131.808343
GU96042,California,M,7988506400.0,58268.0,67.0,Corporate Auto,Two-Door Car,228.641342
UW98698,California,M,2269841100.0,0.0,68.0,Personal Auto,Four-Door Car,542.016902
SF32458,California,M,4991472000.0,12608.0,66.0,Personal Auto,Four-Door Car,214.866605
OM85313,California,M,2921930900.0000005,63499.0,73.0,Personal Auto,Four-Door Car,278.964095
MH81246,Oregon,M,7613193100.0,36247.0,96.0,Corporate Auto,Four-Door Car,329.522858
OH99089,California,F,5827409700.0,30228.0,73.0,Personal Auto,Four-Door Car,163.345647
TG57800,Oregon,F,2600641200.0,0.0,74.0,Personal Auto,Two-Door Car,501.472124
GX19342,California,F,8491465700.0,0.0,116.0,Personal Auto,Four-Door Car,1193.115879
XE39286,AZ,F,9778733600.0,99364.0,121.0,Personal Auto,Sports Car,580.8
JA93297,California,M,22658536500.0,23665.0,67.0,Personal Auto,Four-Door Car,404.817249
II37789,AZ,F,10004027600.0,0.0,94.0,Corporate Auto,Four-Door Car,807.168846
IC32996,Oregon,M,4872774400.0,69247.0,61.0,Corporate Auto,Two-Door Car,226.522147
LO67195,AZ,F,7444814600.0,56047.0,92.0,Corporate Auto,Four-Door Car,82.733588
PG93638,Oregon,M,5761111200.0,28919.0,73.0,Personal Auto,Two-Door Car,207.828024
OZ41737,Oregon,F,5366779100.0,0.0,70.0,Personal Auto,Four-Door Car,223.174067
OY66019,Oregon,F,6259477800.0,0.0,83.0,Personal Auto,Four-Door Car,254.142365
CH73843,AZ,M,7623580700.0,69900.0,64.0,Personal Auto,Two-Door Car,33.97
XT93203,California,M,10963957200.0,55687.0,276.0,Personal Auto,Luxury SUV,1324.8
OR85652,Oregon,F,7427845100.0,78294.0,92.0,Personal Auto,Four-Door Car,181.148732
LR10110,Washington,F,5504139000.0,0.0,73.0,Corporate Auto,Four-Door Car,350.4
XK11432,AZ,M,4665129600.0,0.0,62.0,Personal Auto,Two-Door Car,297.6
OX24868,California,F,6021842500.0,0.0,168.0,Personal Auto,SUV,1476.670903
EZ74530,Nevada,M,3074105500.0,0.0,104.0,Personal Auto,Sports Car,748.8
HP46467,Oregon,F,4953086400.0,21385.0,127.0,Corporate Auto,SUV,609.6
KP54476,California,M,7780489300.0,87128.0,97.0,Personal Auto,Two-Door Car,495.612777
AI47152,Nevada,F,7992779100.0,35434.0,66.0,Personal Auto,Four-Door Car,297.051768
BU15334,California,F,4170687300.0,29462.0,107.0,Corporate Auto,SUV,513.6
GD59796,Nevada,F,23228236700.0,53243.0,102.0,Personal Auto,Four-Door Car,489.6
OX59701,California,M,5445816999.999999,21006.0,139.0,Personal Auto,SUV,667.2
OD63728,California,F,4558498400.0,0.0,65.0,Personal Auto,Two-Door Car,312.0
JC38573,Oregon,M,5528212800.0,36088.0,72.0,Corporate Auto,Four-Door Car,345.6
RC11491,Oregon,F,10390666500.0,28948.0,131.0,Corporate Auto,SUV,295.83086
RZ24101,Nevada,F,7142549100.0,24417.0,185.0,Personal Auto,SUV,888.0
OB88698,Oregon,M,5469543000.000001,67099.0,69.0,Personal Auto,Two-Door Car,22.995594
IK92617,Oregon,F,11628733999.999998,97830.0,96.0,Personal Auto,Four-Door Car,298.362415
YH43996,AZ,M,10189654300.0,0.0,101.0,Personal Auto,Four-Door Car,727.2
BJ65040,AZ,F,2733431900.0,93558.0,67.0,Personal Auto,Four-Door Car,478.234236
WY57101,AZ,F,4014453100.0,37384.0,99.0,Personal Auto,Four-Door Car,475.2
OG77759,AZ,M,7119531900.0,28227.0,62.0,Personal Auto,Four-Door Car,551.28213
HN38084,Nevada,M,11772790700.0,51008.0,74.0,Corporate Auto,Two-Door Car,355.2
GD11927,California,M,2381790800.0,78185.0,61.0,Personal Auto,Four-Door Car,292.8
MC20349,California,F,5208353900.0,0.0,74.0,Personal Auto,Four-Door Car,532.8
HM22034,Nevada,M,5018727900.0,0.0,68.0,Personal Auto,Four-Door Car,670.47746
KH48996,AZ,F,11900544800.0,97205.0,100.0,Personal Auto,Sports Car,5.573179
VF32979,Washington,F,5800171899.999999,25472.0,73.0,Corporate Auto,Four-Door Car,350.4
LS90887,California,F,5674381200.0,26225.0,72.0,Special Auto,Four-Door Car,320.777404
EN72010,Oregon,M,7271434000.0,20545.0,70.0,Personal Auto,Two-Door Car,336.0
KH44031,Oregon,F,3164494000.0000005,0.0,83.0,Personal Auto,Four-Door Car,398.4
GJ47896,AZ,F,2661033400.0000005,35503.0,67.0,Personal Auto,Two-Door Car,216.173135
GD87742,Oregon,F,14140558900.0,58988.0,118.0,Personal Auto,Sports Car,566.4
MD14027,Nevada,F,7654227100.0,0.0,74.0,Personal Auto,Two-Door Car,355.2
XA32915,Nevada,M,2199739500.0,0.0,64.0,Personal Auto,Two-Door Car,685.456738
XR52852,Oregon,F,2004350700.0,0.0,66.0,Special Auto,Four-Door Car,316.8
EZ48947,Nevada,M,13111113200.0,67197.0,111.0,Special Auto,SUV,147.948783
OJ50322,Nevada,M,15762603500.0,39032.0,198.0,Personal Auto,SUV,950.4
XB77333,Oregon,F,13197928899.999998,0.0,68.0,Personal Auto,Four-Door Car,326.4
QB58745,California,M,2787539800.0,34927.0,70.0,Personal Auto,Two-Door Car,242.491357
IG62421,Nevada,M,3436134300.0,30817.0,88.0,Personal Auto,Four-Door Car,91.834668
SF29724,California,F,2713368000.0,31535.0,70.0,Personal Auto,Four-Door Car,90.525716
WM95454,California,F,2867312199.9999995,23376.0,78.0,Personal Auto,Four-Door Car,374.4
CB96381,California,F,14590245800.0,46244.0,62.0,Corporate Auto,Four-Door Car,255.285875
MJ60422,AZ,M,6652474499.999999,34886.0,84.0,Personal Auto,Two-Door Car,403.2
NC63295,AZ,M,2444621100.0,0.0,66.0,Corporate Auto,Four-Door Car,316.8
CM55703,Washington,F,2896918800.0,33746.0,74.0,Personal Auto,Two-Door Car,355.2
ZE76673,Oregon,M,10972067800.0,24164.0,137.0,Personal Auto,Sports Car,657.6
TO60700,Washington,F,,25859.0,74.0,Special Auto,Four-Door Car,355.2
WF34690,Oregon,F,19357372000.0,0.0,68.0,Personal Auto,Four-Door Car,326.4
ZM28138,AZ,F,7227120400.0,40153.0,61.0,Personal Auto,Four-Door Car,340.07498
FI14842,Nevada,F,7857303900.0,0.0,104.0,Personal Auto,SUV,499.2
KC32511,Oregon,F,5181620900.0,97131.0,64.0,Personal Auto,Four-Door Car,307.2
NE10467,AZ,F,4281062200.0,23712.0,106.0,Corporate Auto,SUV,508.8
PT93474,Oregon,F,11513162900.0,0.0,64.0,Personal Auto,Four-Door Car,307.2
RL74454,Nevada,F,5147110200.0,33171.0,65.0,Personal Auto,Four-Door Car,236.643695
DQ31994,Nevada,F,8663497600.0,0.0,83.0,Corporate Auto,Four-Door Car,398.4
DN98431,Oregon,F,2535321700.0,0.0,68.0,Corporate Auto,Four-Door Car,326.4
EV53200,Nevada,M,21504338800.0,60228.0,112.0,Personal Auto,SUV,286.102971
AJ89107,AZ,M,7349328500.0,27072.0,93.0,Personal Auto,Four-Door Car,565.336931
WS25565,California,M,8509850900.0,26057.0,74.0,Personal Auto,Four-Door Car,523.888845
ZY33234,Nevada,F,4297189100.0,66331.0,107.0,Personal Auto,Two-Door Car,513.6
PS69748,Washington,M,8717049800.0,83846.0,74.0,Personal Auto,Four-Door Car,355.2
HL33607,Washington,M,8717049800.0,83846.0,74.0,Personal Auto,Four-Door Car,355.2
DG90902,California,F,17476641400.0,45106.0,73.0,Personal Auto,Four-Door Car,350.4
SW96063,AZ,F,10479899700.0,78435.0,130.0,Personal Auto,SUV,553.61131
CP19929,California,F,2242574400.0,0.0,63.0,Corporate Auto,Two-Door Car,453.6
KR50062,Oregon,M,2754456800.0,79507.0,70.0,Personal Auto,Two-Door Car,442.199439
CU19735,Arizona,M,8041200600.0,44986.0,101.0,Corporate Auto,SUV,624.023564
ST52914,Arizona,M,6042911899.999999,25899.0,79.0,Personal Auto,Two-Door Car,568.8
WQ68301,Oregon,M,2827438900.0,13610.0,74.0,Personal Auto,Four-Door Car,355.2
LR33381,Nevada,M,22041856400.0,0.0,65.0,Personal Auto,Four-Door Car,312.0
UR36912,California,M,2796802199.9999995,77362.0,70.0,Personal Auto,Two-Door Car,386.599797
SK46419,California,M,4072849400.0,96443.0,102.0,Personal Auto,SUV,489.6
BY88757,California,M,5182462300.0,0.0,135.0,Personal Auto,SUV,939.528475
ER65086,Nevada,M,6131663199.999999,90778.0,76.0,Personal Auto,Four-Door Car,62.291009
TP87527,California,F,2392131100.0,0.0,65.0,Corporate Auto,Four-Door Car,361.181122
VL80291,Nevada,F,3209663000.0,78494.0,79.0,Personal Auto,Two-Door Car,122.305677
WL45773,California,F,2808605999.9999995,83497.0,69.0,Special Auto,Four-Door Car,196.523187
TT36693,Nevada,M,4362931200.0,58842.0,110.0,Personal Auto,Four-Door Car,528.0
PT12544,Arizona,M,6880468900.0,63935.0,87.0,Personal Auto,Four-Door Car,221.61885
CI24326,Oregon,M,3591066700.0,0.0,96.0,Personal Auto,Four-Door Car,460.8
YQ73717,California,M,5201252200.0,0.0,69.0,Personal Auto,Four-Door Car,331.2
FG99706,Oregon,F,5521542600.0,0.0,77.0,Personal Auto,Four-Door Car,369.6
OM63414,Arizona,F,5071651500.0,62258.0,65.0,Personal Auto,Two-Door Car,117.450428
JQ74890,Nevada,M,2921681400.0,0.0,80.0,Corporate Auto,Four-Door Car,739.310493
FP93662,California,F,15806534000.0,58516.0,98.0,Corporate Auto,Two-Door Car,470.4
SA40041,Washington,F,5749883800.0,22814.0,73.0,Personal Auto,Four-Door Car,360.773462
EW82164,California,F,4167419600.0,56901.0,104.0,Personal Auto,SUV,499.2
KV99550,California,M,6514954000.0,0.0,61.0,Personal Auto,Four-Door Car,292.8
CA96230,California,M,9189518300.0,99443.0,117.0,Personal Auto,SUV,228.049424
QN17712,Oregon,F,8231223400.0,0.0,113.0,Personal Auto,SUV,373.073162
KM79894,Arizona,M,3095175399.9999995,88246.0,77.0,Corporate Auto,Four-Door Car,428.608683
KR25511,Washington,M,6005214800.0,26876.0,76.0,Corporate Auto,Four-Door Car,364.8
DZ45471,Nevada,M,7582113800.0,64801.0,64.0,Personal Auto,Four-Door Car,268.471802
DE18949,Oregon,F,16344608100.0,57029.0,68.0,Corporate Auto,Two-Door Car,135.788525
BN74268,Arizona,F,11763152500.0,28045.0,99.0,Personal Auto,Four-Door Car,475.2
QJ93301,Nevada,M,4053373800.0,44661.0,101.0,Personal Auto,Two-Door Car,436.836944
OO92815,Arizona,F,3311157899.9999995,21246.0,83.0,Personal Auto,Four-Door Car,398.4
HV50891,Nevada,M,3528044300.0,31278.0,92.0,Personal Auto,Two-Door Car,441.6
RK59543,California,F,5595389900.0,74454.0,71.0,Personal Auto,Four-Door Car,340.8
IH54239,California,M,5089694300.0,62474.0,63.0,Personal Auto,Four-Door Car,112.120881
GB14456,Nevada,M,22337163100.0,0.0,130.0,Personal Auto,SUV,1376.910777
RC95515,Arizona,M,4792830500.0,20647.0,63.0,Personal Auto,Four-Door Car,185.061408
TI61458,California,F,27789692400.0,33806.0,89.0,Personal Auto,Four-Door Car,395.729716
RB49468,Oregon,F,7511660600.0,0.0,70.0,Personal Auto,Four-Door Car,340.201412
SJ18454,Oregon,M,18767551600.0,0.0,111.0,Personal Auto,Sports Car,900.14526
KC19420,California,F,4987643100.0,19589.0,127.0,Personal Auto,SUV,1027.010512
TP12241,California,F,5123196800.0,22338.0,67.0,Personal Auto,Two-Door Car,307.801098
BD89564,Nevada,M,5989773900.0,66839.0,154.0,Personal Auto,Sports Car,739.2
EC71986,Washington,F,2429280500.0,26736.0,63.0,Personal Auto,Four-Door Car,367.92773
CJ97736,Oregon,F,5828182200.0,31364.0,74.0,Personal Auto,Four-Door Car,461.269135
QF59448,Washington,M,2831587700.0,17752.0,77.0,Personal Auto,Four-Door Car,369.6
YB70005,Oregon,M,9767936900.0,36225.0,123.0,Special Auto,SUV,221.048602
QI40455,Oregon,F,12097912200.0,0.0,107.0,Personal Auto,SUV,271.014511
YL72747,California,M,2265318600.0,0.0,61.0,Personal Auto,Four-Door Car,292.8
FL18392,California,F,5719088700.0,77601.0,71.0,Personal Auto,Two-Door Car,276.640352
AL21967,Oregon,M,10171477800.0,74243.0,84.0,Corporate Auto,Four-Door Car,71.311211
KC67431,California,F,10517156399.999998,46707.0,133.0,Personal Auto,Sports Car,80.70505
EG40823,Oregon,F,4303471400.0,0.0,116.0,Personal Auto,SUV,765.566699
QO89177,California,M,11926753300.0,50234.0,101.0,Personal Auto,Four-Door Car,484.8
AV72430,Oregon,M,16531703800.0,75526.0,103.0,Personal Auto,Four-Door Car,494.4
TL18087,Washington,M,3059282100.0000005,65083.0,77.0,Personal Auto,Four-Door Car,369.6
WI29961,Nevada,M,5437443700.0,28343.0,69.0,Personal Auto,Two-Door Car,331.2
ZR11692,California,M,5103296600.0,74948.0,64.0,Corporate Auto,Four-Door Car,216.744457
No36572,Oregon,M,4583100900.0,22728.0,116.0,Personal Auto,Four-Door Car,556.8
YZ56105,California,F,6409627500.0,0.0,99.0,Personal Auto,Two-Door Car,712.8
MN62189,California,F,8991984500.0,17331.0,117.0,Personal Auto,SUV,1138.255325
MQ32284,California,F,12232776299.999998,35133.0,102.0,Personal Auto,SUV,692.962785
NS38229,Nevada,F,5126038900.0,63147.0,64.0,Personal Auto,Four-Door Car,87.565229
IB41597,California,F,11014163600.000002,67575.0,91.0,Personal Auto,Four-Door Car,401.60781
IP68868,Oregon,M,3819619500.0,0.0,111.0,Personal Auto,Two-Door Car,799.2
EL70257,California,F,8404395100.0,48315.0,71.0,Personal Auto,Four-Door Car,340.8
NB27041,Arizona,F,9035671100.0,34337.0,113.0,Corporate Auto,Four-Door Car,542.4
BM28359,Oregon,M,5453707600.0,33818.0,72.0,Personal Auto,Four-Door Car,341.878002
VB77950,California,F,3766366600.0,22439.0,98.0,Personal Auto,Four-Door Car,470.4
PE47967,Oregon,F,7283934400.0,79055.0,186.0,Personal Auto,Luxury SUV,177.635183
QR47308,Nevada,F,2745249800.0,45191.0,69.0,Personal Auto,Four-Door Car,330.782934
YU49449,California,M,2626279400.0,41990.0,66.0,Personal Auto,Four-Door Car,316.8
KN25124,Oregon,F,2456816600.0,50979.0,61.0,Personal Auto,Two-Door Car,262.842655
HI51182,Oregon,F,8453677700.0,59888.0,106.0,Personal Auto,Four-Door Car,712.682559
MS18916,California,M,3508569500.0,20978.0,98.0,Personal Auto,Four-Door Car,1176.2788
IE40701,California,M,2877354300.0,32807.0,73.0,Personal Auto,Four-Door Car,350.4
UT48216,Nevada,M,7840165800.0,58414.0,210.0,Personal Auto,Luxury SUV,1008.0
VN92740,Arizona,F,2771045000.0,50071.0,71.0,Corporate Auto,Two-Door Car,18.918935
IZ55070,Nevada,F,5339488299.999999,67796.0,69.0,Personal Auto,Four-Door Car,331.2
HI74419,Washington,M,8092877000.0,50825.0,102.0,Personal Auto,SUV,369.614729
MP76478,Washington,F,8646504100.0,64125.0,108.0,Corporate Auto,SUV,369.818708
DY30071,Oregon,M,5659238400.0,69387.0,71.0,Personal Auto,Four-Door Car,71.517444
ZN24083,Oregon,M,5532462300.0,29084.0,71.0,Corporate Auto,Four-Door Car,492.088331
JU74347,Oregon,M,7943513300.0,60214.0,100.0,Corporate Auto,Sports Car,291.287905
YJ35850,Oregon,M,9774605800.0,96018.0,122.0,Personal Auto,SUV,390.88142
IE15348,Washington,F,4067004700.0,28466.0,102.0,Personal Auto,SUV,371.802628
GP67816,California,F,23208394200.0,60233.0,116.0,Personal Auto,Two-Door Car,481.265179
PW51793,Oregon,M,7325892700.0,52920.0,93.0,Personal Auto,Four-Door Car,1101.05432
UF59346,California,M,4170340700.0,90310.0,104.0,Personal Auto,SUV,166.355491
FG29932,California,M,7840165800.0,58414.0,210.0,Special Auto,Luxury SUV,1008.0
UX71137,Washington,F,8875965500.0,69205.0,110.0,Personal Auto,Four-Door Car,372.362565
BY54111,Oregon,M,19378907800.0,21159.0,73.0,Personal Auto,Four-Door Car,350.4
RM83767,Washington,M,5970995699.999999,64008.0,85.0,Personal Auto,Four-Door Car,372.893812
PT15464,Arizona,F,9148877900.0,68236.0,114.0,Personal Auto,SUV,20.725611
BP92643,Arizona,F,13770976200.0,59207.0,116.0,Personal Auto,Four-Door Car,556.8
BW94308,Washington,F,20096893400.0,92766.0,71.0,Personal Auto,Two-Door Car,379.029102
GQ46925,Arizona,M,5821684300.000001,77563.0,143.0,Personal Auto,Sports Car,545.999699
RF14806,Arizona,F,3095803400.0000005,33415.0,78.0,Personal Auto,Four-Door Car,374.4
KJ23009,California,F,10598542500.0,20179.0,133.0,Corporate Auto,SUV,638.4
IB81655,California,M,7695123000.0,50147.0,101.0,Personal Auto,SUV,484.8
SV62436,Washington,,3041791599.9999995,13789.0,79.0,Personal Auto,Four-Door Car,379.2
HR64684,Oregon,M,8689822500.0,0.0,99.0,Personal Auto,Four-Door Car,475.2
QS96715,Nevada,F,8131779200.0,93715.0,102.0,Personal Auto,SUV,254.83769
SW55711,Oregon,M,3815321600.0,23540.0,103.0,Corporate Auto,Two-Door Car,494.4
LZ19268,California,F,11638899500.0,25370.0,102.0,Personal Auto,Sports Car,489.6
FU74983,Nevada,F,22800535400.0,68771.0,96.0,Personal Auto,Four-Door Car,276.268778
KB99097,California,F,4462997000.0,0.0,73.0,Special Auto,Two-Door Car,350.4
AP52126,Oregon,F,13151832000.0,68562.0,108.0,Personal Auto,SUV,228.498823
EX61844,Arizona,M,14019975500.0,36733.0,71.0,Personal Auto,Four-Door Car,327.078047
QC30857,Nevada,F,2931155200.0,45768.0,73.0,Personal Auto,Two-Door Car,191.934494
RT69513,California,F,4774751700.0,0.0,64.0,Personal Auto,Four-Door Car,307.2
HV85198,Arizona,M,8471417500.0,63513.0,70.0,Personal Auto,Four-Door Car,185.667213
BS91566,Arizona,F,5431219100.0,58161.0,68.0,Corporate Auto,Four-Door Car,140.747286
IL40123,Nevada,F,5689644100.0,83640.0,70.0,Corporate Auto,Two-Door Car,471.050488
MY32149,California,F,3686723800.0,0.0,96.0,Personal Auto,Two-Door Car,28.460568
SA91515,California,M,3992583900.0,0.0,111.0,Personal Auto,SUV,700.349052
SA25987,Washington,M,34791375.23,0.0,104.0,Personal Auto,Two-Door Car,499.2
TB86706,Arizona,M,25026374.009999998,0.0,66.0,Personal Auto,Two-Door Car,3.468912
ZL73902,Nevada,F,32651563.48,25820.0,82.0,Personal Auto,Four-Door Car,393.6
KX23516,California,F,44558434.06,0.0,121.0,Personal Auto,SUV,699.615192
FN77294,California,M,77049584.8,30366.0,101.0,Personal Auto,SUV,484.8
VI78454,Arizona,M,27507050.450000003,51789.0,70.0,Personal Auto,Four-Door Car,336.0
FP59138,Oregon,M,130241301.19999999,0.0,125.0,Personal Auto,SUV,900.0
XN62489,Oregon,M,25386263.2,18608.0,71.0,Corporate Auto,Four-Door Car,340.8
GP66031,California,F,25859556.52,83758.0,64.0,Corporate Auto,Two-Door Car,106.591949
IX68587,Nevada,F,50966732.23,22886.0,65.0,Personal Auto,Four-Door Car,312.0
HX17929,California,F,100834868.80000001,11828.0,90.0,Personal Auto,Four-Door Car,571.479602
IC59236,California,F,49433861.17,44762.0,62.0,Corporate Auto,Four-Door Car,114.51444
VG31922,Nevada,F,65162148.88,0.0,175.0,Personal Auto,SUV,1221.143438
HP87787,Arizona,M,88380856.37,82664.0,114.0,Corporate Auto,SUV,133.425609
AL78075,Oregon,M,38102382.809999995,0.0,108.0,Personal Auto,Four-Door Car,777.6
WA97671,Arizona,M,63344664.03000001,0.0,63.0,Personal Auto,Four-Door Car,302.4
QZ77637,Washington,F,116650977.9,84978.0,72.0,Corporate Auto,Four-Door Car,166.77296
FP11777,California,M,109720677.8,24164.0,137.0,Corporate Auto,Sports Car,657.6
ID45268,California,F,60069634.45999999,0.0,80.0,Personal Auto,Four-Door Car,488.910614
AX86150,Washington,M,26567130.92,62777.0,67.0,Personal Auto,Two-Door Car,101.288069
MW57614,Arizona,F,23594235.990000002,19864.0,63.0,Personal Auto,Four-Door Car,352.394515
TJ30081,Arizona,M,120366205.1,44428.0,104.0,Personal Auto,SUV,499.2
FW44940,California,F,84673873.17000002,21139.0,113.0,Personal Auto,Sports Car,656.798232
CS55808,California,M,93925575.53,0.0,88.0,Personal Auto,Four-Door Car,851.146266
WZ61178,California,F,52272303.769999996,11896.0,69.0,Personal Auto,Two-Door Car,476.254583
IV55977,Oregon,M,26937592.5,0.0,73.0,Personal Auto,Two-Door Car,350.4
YC67208,California,M,22270727.55,27972.0,61.0,Personal Auto,Four-Door Car,292.8
LZ89773,California,M,23268648.330000002,0.0,62.0,Personal Auto,Four-Door Car,624.711448
IP52990,Oregon,F,167943142.2,38399.0,106.0,Personal Auto,SUV,368.890904
VF73104,Arizona,F,50168279.46,20868.0,63.0,Personal Auto,Four-Door Car,134.629643
OC80343,Oregon,M,77579242.39,49682.0,101.0,Personal Auto,SUV,198.84453
EL89222,California,F,86091582.14999999,79090.0,107.0,Personal Auto,SUV,289.040734
QB14114,Oregon,F,52750569.32999999,81850.0,132.0,Personal Auto,Sports Car,429.860895
HM41195,Arizona,M,57463261.89999999,22906.0,76.0,Personal Auto,Four-Door Car,519.883102
JT41591,Washington,M,27059876.290000003,0.0,83.0,Personal Auto,Four-Door Car,398.4
HE15857,Washington,M,61862652.17,37138.0,83.0,Personal Auto,Two-Door Car,417.28389
KI64666,Nevada,F,224452808.8,0.0,71.0,Personal Auto,Four-Door Car,511.2
JC33752,Oregon,F,62778446.24000001,21024.0,82.0,Personal Auto,Two-Door Car,450.129276
JA25453,California,M,72158211.06,0.0,103.0,Personal Auto,Four-Door Car,741.6
AJ69778,Oregon,F,65144305.92,77135.0,84.0,Personal Auto,Four-Door Car,98.372265
FQ83162,Washington,M,347088726.1,0.0,109.0,Personal Auto,Sports Car,718.700718
EY89842,Arizona,M,42161952.199999996,0.0,114.0,Corporate Auto,SUV,820.8
TG69238,Oregon,F,131583720.6,72845.0,108.0,Personal Auto,SUV,463.000336
UI63465,Oregon,F,29175394.649999995,51622.0,74.0,Corporate Auto,Four-Door Car,355.2
WX33904,Arizona,M,63556788.46,0.0,61.0,Special Auto,Two-Door Car,292.8
HA20933,Oregon,F,132695994.2,15616.0,114.0,Personal Auto,SUV,547.2
BU16704,Oregon,F,58802564.989999995,0.0,82.0,Personal Auto,Four-Door Car,590.4
JV68002,Washington,M,59267293.79,23091.0,96.0,Corporate Auto,Four-Door Car,460.8
PM78410,Oregon,F,41212521.370000005,0.0,67.0,Personal Auto,Two-Door Car,482.4
PU92298,Arizona,F,79561527.61,22699.0,74.0,Personal Auto,Four-Door Car,355.2
AA16582,Washington,M,241275040.20000002,14072.0,71.0,Personal Auto,Four-Door Car,511.2
AZ87715,California,F,268642033.2,81713.0,74.0,Personal Auto,Four-Door Car,332.224293
GI89160,California,F,319346216.40000004,56516.0,199.0,Personal Auto,Luxury SUV,955.2
WV57813,Oregon,F,51326845.370000005,0.0,73.0,Personal Auto,Four-Door Car,525.6
EW86465,Arizona,M,47596243.43,26747.0,61.0,Corporate Auto,Four-Door Car,404.074203
UW70224,Oregon,F,26379423.55,63422.0,66.0,Personal Auto,Four-Door Car,355.922452
LU12532,California,F,65033970.49,22081.0,84.0,Personal Auto,Two-Door Car,451.670309
WD48852,Oregon,F,127866689.80000001,0.0,180.0,Special Auto,Luxury SUV,1296.0
BH43379,Oregon,F,31479734.44,29698.0,83.0,Personal Auto,Four-Door Car,215.884804
GV59387,California,F,56184853.57,24518.0,74.0,Personal Auto,Two-Door Car,241.656325
LQ76410,Arizona,M,32305766.65,62873.0,81.0,Special Auto,Four-Door Car,207.75186
MF19231,California,M,74346751.49,28377.0,94.0,Personal Auto,Four-Door Car,451.2
